"learner_id","task_id","measure","hours","total_h","mem_gb"
"RRT","aids2","harrell_c",0.05,31.16,0.232952664
"RRT","bladder0","harrell_c",0.04,29.79,0.224442112
"RRT","channing","harrell_c",0.04,27.68,0.23145868
"RRT","child","harrell_c",0.06,42.96,0.3833602
"RRT","colrec","harrell_c",0.05,34.26,0.28176128
"RRT","cost","harrell_c",0.04,30.84,0.204128528
"RRT","dataFTR","harrell_c",0.04,28.06,0.227794568
"RRT","dataSTR","harrell_c",0.04,30.55,0.242048824
"RRT","e1684","harrell_c",0.04,27.77,0.2427038
"RRT","flchain","harrell_c",0.04,28.81,0.274771272
"RRT","gbsg","harrell_c",0.04,29.82,0.246624328
"RRT","grace","harrell_c",0.04,29.69,0.24652796
"RRT","hdfail","harrell_c",0.07,48.74,0.489425992
"RRT","kidtran","harrell_c",0.04,30.87,0.243494952
"RRT","liver","harrell_c",0.04,30.52,0.252478496
"RRT","lung","harrell_c",0.04,30.05,0.252294016
"RRT","metabric","harrell_c",0.05,31.61,0.272888168
"RRT","mgus","harrell_c",0.04,27.48,0.271328632
"RRT","nafld1","harrell_c",0.04,28.01,0.27773052
"RRT","nwtco","harrell_c",0.04,28.78,0.270899216
"RRT","ova","harrell_c",0.04,26.9,0.264203936
"RRT","patient","harrell_c",0.04,27.31,0.265977304
"RRT","rdata","harrell_c",0.04,27,0.247808376
"RRT","std","harrell_c",0.05,31.92,0.248271176
"RRT","support","harrell_c",0.04,28.15,0.27292416
"RRT","tumor","harrell_c",0.04,26.77,0.262381296
"RRT","uis","harrell_c",0.04,26.63,0.276707416
"RRT","veteran","harrell_c",0.05,31.95,0.28015768
"RRT","wbc1","harrell_c",0.05,32.87,0.265168136
"RRT","whas","harrell_c",0.04,27.24,0.288161072
"SSVM","ALL","harrell_c",0.27,818.65,0.2217954
"SSVM","CarpenterFdaData","harrell_c",0.03,75.63,0.223614792
"SSVM","aids.id","harrell_c",0.03,86.7,0.217783808
"SSVM","aids2","harrell_c",0.37,1096.98,0.21779288
"SSVM","bladder0","harrell_c",0.02,56.32,0.234214344
"SSVM","channing","harrell_c",0.02,70.24,0.217781736
"SSVM","child","harrell_c",0.39,1159.61,0.217886792
"SSVM","colrec","harrell_c",7.6,22808.69,0.217832896
"SSVM","cost","harrell_c",0.03,90.83,0.22756212
"SSVM","dataFTR","harrell_c",0.18,545.53,0.245673432
"SSVM","dataSTR","harrell_c",0.03,78.01,0.254703696
"SSVM","e1684","harrell_c",0.02,68.16,0.231194952
"SSVM","flchain","harrell_c",0.87,2602.51,0.217797408
"SSVM","gbsg","harrell_c",0.26,767.26,0.243389744
"SSVM","grace","harrell_c",0.06,183.97,0.235220408
"SSVM","hdfail","harrell_c",1.69,5063.65,0.22700492
"SSVM","kidtran","harrell_c",0.04,132.92,0.229161128
"SSVM","liver","harrell_c",0.03,87.39,0.236841064
"SSVM","lung","harrell_c",0.02,66.02,0.254912376
"SSVM","metabric","harrell_c",0.21,634.32,0.236286696
"SSVM","mgus","harrell_c",0.02,70.48,0.23825764
"SSVM","nafld1","harrell_c",2.21,6640.25,0.217795488
"SSVM","nwtco","harrell_c",1.63,4885.79,0.217796264
"SSVM","ova","harrell_c",0.02,68.91,0.255165216
"SSVM","patient","harrell_c",0.24,733.87,0.260247432
"SSVM","rdata","harrell_c",0.06,189.63,0.238532896
"SSVM","std","harrell_c",0.04,108.93,0.270233744
"SSVM","support","harrell_c",2.41,7240.31,0.217797232
"SSVM","tumor","harrell_c",0.03,96.93,0.255944296
"SSVM","uis","harrell_c",0.03,97.28,0.27998316
"SSVM","veteran","harrell_c",0.01,44.11,0.284062024
"SSVM","wbc1","harrell_c",0.01,42.3,0.26664796
"SSVM","whas","harrell_c",0.02,60.03,0.26422412
"XGB","ALL","harrell_c",0.05,230.27,0.22794876
"XGB","CarpenterFdaData","harrell_c",0.05,211.24,0.228376232
"XGB","aids.id","harrell_c",0.05,221.67,0.220573368
"XGB","aids2","harrell_c",0.05,216.04,0.227205672
"XGB","bladder0","harrell_c",0.05,232.05,0.227034904
"XGB","channing","harrell_c",0.05,222.38,0.220440704
"XGB","child","harrell_c",0.08,349.96,0.396044976
"XGB","colrec","harrell_c",0.06,258.34,0.254314552
"XGB","cost","harrell_c",0.04,195.61,0.228830776
"XGB","dataFTR","harrell_c",0.04,195.99,0.23525368
"XGB","dataSTR","harrell_c",0.04,179.72,0.231038256
"XGB","e1684","harrell_c",0.04,201.61,0.250107576
"XGB","flchain","harrell_c",0.05,239.94,0.276056584
"XGB","gbsg","harrell_c",0.05,209.56,0.247938984
"XGB","grace","harrell_c",0.04,182.45,0.261426128
"XGB","hdfail","harrell_c",0.08,356.77,0.502978488
"XGB","kidtran","harrell_c",0.05,213.52,0.250146264
"XGB","liver","harrell_c",0.05,219.62,0.246786064
"XGB","lung","harrell_c",0.04,195.62,0.26288128
"XGB","metabric","harrell_c",0.04,187.37,0.254182704
"XGB","mgus","harrell_c",0.04,190.46,0.24834988
"XGB","nafld1","harrell_c",0.05,205.11,0.284574976
"XGB","nwtco","harrell_c",0.06,256.79,0.242530032
"XGB","ova","harrell_c",0.04,185.56,0.271407792
"XGB","patient","harrell_c",0.05,207.68,0.261097376
"XGB","rdata","harrell_c",0.04,182.27,0.269884632
"XGB","std","harrell_c",0.05,219.86,0.255167448
"XGB","support","harrell_c",0.05,240.41,0.258266776
"XGB","tumor","harrell_c",0.04,186.86,0.264800264
"XGB","uis","harrell_c",0.04,199.15,0.2753034
"XGB","veteran","harrell_c",0.05,228.89,0.26085068
"XGB","wbc1","harrell_c",0.04,188.98,0.250858992
"XGB","whas","harrell_c",0.04,181.6,0.263276176
