"time","status","sex","neutered","intake_condition","intake_type","latitude","longitude","black","brown","brown_tabby","calico","cream","gray","gray_tabby","orange","orange_tabby","tan","tortie","white"
16,1,"female","no","normal","stray",33.8458413,-118.0979388,0,0,0,0,0,0,1,0,0,0,0,1
26,1,"male","yes","normal","stray",33.7494561,-118.1075815,0,0,0,0,0,1,0,0,0,0,0,1
56,1,"male","yes","fractious","stray",33.7738901,-118.1850455,0,0,1,0,0,0,0,0,0,0,0,1
10,0,"male","no","normal","stray",33.8562405,-118.1848922,0,0,0,0,0,1,0,0,0,0,0,1
14,1,"male","yes","normal","stray",33.7998297,-118.1095902,0,0,0,0,0,1,0,0,0,0,0,1
81,1,"male","no","normal","stray",33.8243209,-118.0809266,1,0,0,0,0,0,0,0,0,0,0,1
9,0,"female","no","under_age_or_weight","stray",33.7899186,-118.21382,0,0,0,0,0,0,1,0,0,0,0,1
161,0,"female","no","normal","owner_surrender",33.7648564,-118.1732018,0,0,0,0,0,0,0,0,0,1,0,1
164,1,"female","yes","normal","stray",33.7924717,-118.1892489,1,0,0,0,0,0,0,0,0,0,0,1
99,1,"female","no","normal","stray",33.7989446,-118.2111057,0,0,1,0,0,0,0,0,0,0,0,1
10,0,"male","no","under_age_or_weight","stray",33.8031871,-118.0717802,0,0,1,0,0,0,0,0,0,0,0,1
10,0,"male","no","under_age_or_weight","stray",33.8031871,-118.0717802,0,0,1,0,0,0,0,0,0,0,0,1
18,1,"female","yes","fractious","stray",33.8543651,-118.1734456,1,0,0,0,0,0,0,0,0,0,0,1
9,0,"female","no","under_age_or_weight","stray",33.8753801,-118.1967604,1,0,0,0,0,0,0,0,0,0,0,1
9,0,"female","no","under_age_or_weight","stray",33.8753801,-118.1967604,0,0,0,0,0,1,0,0,0,0,0,1
39,1,"male","yes","normal","stray",33.8770936,-118.1968061,1,0,0,0,0,0,0,0,0,0,0,1
38,1,"male","yes","normal","stray",33.8770936,-118.1968061,1,0,0,0,0,0,0,0,0,0,0,1
53,1,"female","no","other","stray",33.876182,-118.1761434,0,0,0,0,0,1,0,0,0,0,0,1
10,1,"male","yes","fractious","stray",33.8776118,-118.0739962,0,0,0,0,0,0,0,0,1,0,0,1
59,0,"male","no","normal","stray",33.8132203,-118.1950956,0,0,0,0,0,0,0,0,1,0,0,1
36,1,"male","yes","normal","owner_surrender",33.8273556,-118.1077654,0,1,0,0,0,0,0,0,0,0,0,1
49,0,"female","no","normal","stray",33.7863161,-118.1589477,1,0,0,0,0,0,0,0,0,0,0,1
34,0,"male","no","under_age_or_weight","stray",33.8740932,-118.0701363,0,0,1,0,0,0,0,0,0,0,0,1
23,0,"female","no","under_age_or_weight","stray",33.7826035,-118.1676517,0,0,0,0,0,1,0,0,0,0,0,1
23,0,"female","no","under_age_or_weight","stray",33.7826035,-118.1676517,1,0,0,0,0,0,0,0,0,0,0,1
23,0,"male","no","under_age_or_weight","stray",33.7826035,-118.1676517,0,0,0,0,0,1,0,0,0,0,0,1
14,1,"female","yes","normal","stray",33.7898857,-118.1910812,1,0,0,0,0,0,0,0,0,0,0,1
19,0,"female","no","under_age_or_weight","stray",33.8032286,-118.1338707,0,0,1,0,0,0,0,0,0,0,0,1
35,1,"male","yes","normal","stray",33.8655748,-118.1705771,0,0,0,0,0,0,0,1,0,0,0,1
22,0,"male","no","under_age_or_weight","stray",33.8738575,-118.1838961,0,0,0,0,0,0,0,0,1,0,0,1
8,0,"female","no","under_age_or_weight","stray",33.8571078,-118.0541908,0,0,0,0,0,1,0,0,0,0,0,1
8,0,"male","no","under_age_or_weight","stray",33.8571078,-118.0541908,1,0,0,0,0,0,0,0,0,0,0,1
64,1,"male","yes","under_age_or_weight","stray",33.7971209,-118.1948039,1,0,0,0,0,0,0,0,0,0,0,1
47,1,"male","yes","under_age_or_weight","stray",33.7655047,-118.1589547,1,0,0,0,0,0,0,0,0,0,0,1
90,0,"male","yes","normal","owner_surrender",33.7824207,-118.1621182,0,0,1,0,0,0,0,0,0,0,0,1
32,0,"female","no","normal","stray",33.864244,-118.1685205,1,0,0,0,0,0,0,0,0,0,0,1
18,0,"male","no","under_age_or_weight","stray",33.8707061,-118.1566013,0,0,1,0,0,0,0,0,0,0,0,1
75,1,"female","yes","normal","stray",33.8116554,-118.1806633,0,0,0,0,0,0,0,0,0,0,0,1
73,0,"male","no","fractious","stray",33.8747449,-118.1599811,0,0,0,0,0,0,1,0,0,0,0,1
19,0,"female","no","normal","stray",33.818068,-118.0955419,0,0,0,0,0,0,0,0,1,0,0,1
15,0,"female","no","normal","stray",33.7753542,-118.1936623,0,0,0,0,0,0,0,0,0,0,0,1
17,0,"male","no","fractious","stray",33.8701468,-118.0543201,1,0,0,0,0,0,0,0,0,0,0,1
46,1,"male","yes","ill_mild","stray",33.8641808,-118.1529994,0,0,0,0,0,1,0,0,0,0,0,1
19,0,"male","no","normal","stray",33.791272,-118.1797739,0,0,1,0,0,0,0,0,0,0,0,1
21,0,"female","no","under_age_or_weight","stray",33.7705019,-118.1980721,0,0,1,0,0,0,0,0,0,0,0,1
21,1,"male","yes","normal","stray",33.7862371,-118.1950637,0,0,0,0,0,1,0,0,0,0,0,1
8,1,"female","yes","normal","stray",33.8693631,-118.1663845,0,0,0,0,0,0,0,0,1,0,0,1
29,0,"male","no","normal","stray",33.8581972,-118.1954171,1,0,0,0,0,0,0,0,0,0,0,1
24,0,"female","no","normal","stray",33.7802992,-118.1993892,0,0,1,0,0,0,0,0,0,0,0,1
16,0,"female","no","normal","stray",33.7802992,-118.1993892,1,0,0,0,0,0,0,0,0,0,0,1
9,0,"female","no","under_age_or_weight","stray",33.8729561,-118.0407857,1,0,0,0,0,0,0,0,0,0,0,1
9,0,"female","no","under_age_or_weight","stray",33.8729561,-118.0407857,1,0,0,0,0,0,0,0,0,0,0,1
9,0,"female","no","under_age_or_weight","stray",33.8729561,-118.0407857,1,0,0,0,0,0,0,0,0,0,0,1
9,0,"male","no","under_age_or_weight","stray",33.8729561,-118.0407857,1,0,0,0,0,0,0,0,0,0,0,1
99,1,"female","yes","normal","stray",33.7880494,-118.1866858,0,0,1,0,0,0,0,1,0,0,0,0
12,1,"male","yes","normal","stray",33.8338532,-118.1409614,0,1,0,0,0,0,0,0,0,0,0,1
57,0,"female","no","normal","stray",33.812501,-118.192098,1,0,0,0,0,0,0,0,0,0,0,0
56,0,"male","no","under_age_or_weight","stray",33.8096122,-118.0826161,1,0,0,0,0,0,0,0,0,0,0,1
46,0,"male","no","under_age_or_weight","stray",33.8098294,-118.0844223,1,0,0,0,0,0,0,0,0,0,0,1
185,1,"female","no","normal","owner_surrender",33.7874942,-118.1730582,0,0,1,0,0,0,0,0,0,0,0,1
65,1,"male","yes","normal","owner_surrender",33.7874942,-118.1730582,0,0,0,0,0,0,0,0,1,0,0,1
10,1,"male","yes","fractious","stray",33.8656767,-118.0546972,1,0,0,0,0,0,0,0,0,0,0,1
27,1,"female","yes","normal","stray",33.7911473,-118.177982,1,0,0,0,0,0,0,0,0,0,0,1
13,1,"female","yes","normal","stray",33.7815662,-118.1971447,0,0,0,0,0,1,0,0,0,0,0,1
41,1,"male","yes","fractious","stray",33.8288822,-118.1675194,0,0,0,0,0,0,0,0,1,0,0,1
71,1,"female","yes","feral","stray",33.7839282,-118.1924053,1,0,0,0,0,0,0,0,0,0,1,0
20,1,"male","yes","fractious","stray",33.8330753,-118.1692483,0,0,0,0,0,0,0,1,0,0,0,1
60,1,"female","no","normal","owner_surrender",33.7890391,-118.1351294,1,1,0,0,0,0,0,0,0,0,0,0
52,1,"female","no","under_age_or_weight","stray",33.7766278,-118.1803685,1,0,0,0,0,0,0,0,0,0,0,1
54,1,"female","no","under_age_or_weight","stray",33.7766278,-118.1803685,0,0,0,0,0,1,0,0,0,0,0,1
51,0,"female","no","fractious","stray",33.8363417,-118.1862281,0,0,0,0,0,0,1,0,0,0,0,1
16,0,"unknown","unknown","normal","stray",33.7802992,-118.1993892,1,0,0,0,0,0,0,0,0,0,0,1
12,0,"male","no","normal","other",33.7674098,-118.1981239,0,0,1,0,0,0,0,0,0,0,0,1
76,1,"female","yes","normal","stray",33.8709883,-118.1782904,0,0,0,0,0,0,0,0,0,0,0,0
42,1,"female","yes","normal","stray",33.7691794,-118.1257165,0,0,1,0,0,0,0,0,0,0,0,1
14,1,"male","yes","normal","owner_surrender",33.8281418,-118.1328356,1,0,0,0,0,0,0,0,0,0,0,1
126,1,"female","yes","normal","stray",33.7870698,-118.2146729,0,1,0,0,0,0,0,0,0,0,0,0
8,1,"male","no","normal","stray",33.8534849,-118.1677447,0,0,0,0,0,1,0,0,0,0,0,1
43,1,"male","yes","fractious","stray",33.8117361,-118.1861061,0,0,1,0,0,0,0,0,0,0,0,1
42,1,"male","yes","fractious","stray",33.8117361,-118.1861061,0,0,1,0,0,0,0,0,0,0,0,1
19,1,"female","yes","fractious","stray",33.79009,-118.1259594,0,0,1,0,0,0,0,0,0,0,0,1
19,1,"female","no","normal","stray",33.8098577,-118.1741704,1,0,0,0,0,0,0,0,0,1,0,0
32,0,"male","no","normal","stray",33.7676779,-118.167617,0,0,0,0,0,1,0,0,0,0,0,1
21,0,"female","no","normal","stray",33.8096122,-118.0826161,0,0,1,0,0,0,0,0,0,0,0,1
21,0,"female","no","normal","stray",33.8096122,-118.0826161,0,0,0,1,0,0,0,0,0,0,0,1
24,1,"male","yes","fractious","stray",33.8563818,-118.0548197,0,0,0,0,0,1,0,0,0,0,0,1
38,1,"male","yes","fractious","stray",33.876182,-118.1761434,0,0,0,0,0,1,0,0,0,0,0,1
25,1,"female","yes","normal","owner_surrender",33.8228122,-118.0955133,1,0,0,0,0,0,0,0,0,0,0,1
41,1,"female","yes","normal","stray",33.8692185,-118.1685528,1,0,0,0,0,1,0,0,0,0,0,0
11,0,"male","yes","normal","stray",33.8030546,-118.0805363,1,0,0,0,0,0,0,0,0,0,0,1
26,0,"female","no","other","stray",33.8495009,-118.1949053,1,0,0,0,0,0,0,0,0,0,0,1
35,0,"female","yes","normal","stray",33.8524273,-118.1959944,0,0,1,0,0,0,0,0,0,0,0,1
92,1,"male","no","fractious","stray",33.8555916,-118.0727835,1,0,0,0,0,0,0,0,0,0,0,1
23,0,"male","yes","normal","stray",33.7882486,-118.1296941,1,0,0,0,0,0,0,0,0,0,0,1
22,1,"male","yes","fractious","stray",33.8606421,-118.1882829,0,0,1,0,0,0,0,0,0,0,0,1
56,1,"female","yes","fractious","stray",33.8692185,-118.1685528,1,0,0,0,0,0,0,0,0,0,0,0
16,1,"male","yes","other","stray",33.8043432,-118.2100224,0,0,0,0,1,0,0,0,0,0,0,1
122,1,"female","yes","normal","stray",33.7998897,-118.1441104,1,0,0,0,0,0,1,0,0,0,0,0
34,0,"male","no","normal","stray",33.7826035,-118.1676517,1,0,0,0,0,0,0,0,0,0,0,1
12,1,"female","no","normal","stray",33.7772394,-118.1730704,1,0,0,0,0,0,0,0,0,0,0,1
48,0,"female","no","ill_mild","stray",33.8181697,-118.0741588,0,0,1,0,0,0,0,0,0,0,0,1
10,1,"female","yes","fractious","stray",33.8189193,-118.1785077,1,0,0,0,0,0,0,0,0,0,0,1
36,1,"male","yes","other","stray",33.8543014,-118.189831,0,0,1,0,0,0,0,0,0,0,0,1
25,0,"male","no","normal","stray",33.8543014,-118.189831,1,0,0,0,0,0,0,0,0,0,0,1
8,1,"female","yes","fractious","stray",33.7989263,-118.1806671,0,0,0,0,0,1,0,0,0,0,0,1
9,1,"male","yes","fractious","stray",33.7821981,-118.1466639,0,0,0,0,0,0,1,0,0,0,0,1
16,1,"female","no","normal","owner_surrender",33.7717153,-118.1676819,0,0,0,0,0,0,1,0,0,0,0,1
11,1,"male","yes","fractious","stray",33.7979136,-118.1774033,0,0,0,0,0,0,0,1,0,0,0,1
44,0,"male","yes","normal","stray",33.7777849,-118.1824253,0,0,1,0,0,0,0,0,0,0,0,1
10,0,"female","no","normal","other",33.7657333,-118.1808587,0,0,0,0,0,1,0,0,0,0,0,1
9,1,"male","yes","normal","stray",33.8638641,-118.181797,0,0,0,0,0,1,0,0,0,0,0,1
10,1,"male","yes","normal","stray",33.7875982,-118.1524246,1,0,0,0,0,0,0,0,0,0,0,1
28,0,"female","yes","normal","stray",33.8557948,-118.1883062,0,0,0,0,0,0,0,0,1,0,0,1
43,1,"female","yes","fractious","stray",33.7956245,-118.1226002,0,0,0,1,0,0,0,0,0,0,0,1
69,1,"female","yes","fractious","stray",33.8028272,-118.0718132,0,0,0,1,0,0,0,0,0,0,0,1
31,1,"male","yes","normal","stray",33.8031796,-118.0758242,1,0,0,0,0,0,0,0,0,0,0,1
69,1,"male","yes","normal","owner_surrender",33.7767396,-118.1922396,1,0,0,0,0,0,0,0,0,0,0,1
25,1,"female","yes","normal","stray",33.7660731,-118.1718028,0,0,1,0,0,0,0,0,0,0,0,1
9,1,"male","yes","fractious","stray",33.8565874,-118.0747224,0,0,0,0,0,0,0,0,1,0,0,1
98,1,"male","yes","normal","stray",33.7856706,-118.1921526,0,0,0,0,0,1,0,0,0,0,0,1
13,1,"female","yes","fractious","stray",33.8463573,-118.1760897,0,0,0,0,0,1,0,0,0,0,0,1
11,1,"female","yes","normal","stray",33.8014406,-118.0459976,0,0,0,0,0,1,0,0,0,0,0,1
11,1,"female","yes","fractious","stray",33.7939258,-118.176288,0,0,0,0,0,0,0,0,0,0,0,1
13,1,"male","yes","other","stray",33.8223965,-118.0694365,0,0,0,0,0,0,0,1,0,0,0,1
72,1,"male","yes","normal","stray",33.8517802,-118.19174,0,0,0,0,0,1,0,0,0,0,0,1
11,1,"female","yes","fractious","stray",33.8516765,-118.0922532,0,0,1,0,0,0,0,0,0,0,0,1
9,0,"female","no","other","stray",33.7752695,-118.121357,0,0,0,0,0,0,0,1,0,0,0,1
42,0,"female","no","fractious","stray",33.781816,-118.17468,0,0,0,0,0,0,1,0,0,0,0,1
42,0,"male","no","fractious","stray",33.781816,-118.17468,1,0,0,0,0,0,0,0,0,0,0,1
173,0,"male","yes","normal","owner_surrender",33.8579069,-118.1686116,1,0,0,0,0,0,0,0,0,0,0,1
15,1,"male","yes","fractious","stray",33.7939258,-118.176288,0,0,0,0,0,1,0,0,0,0,0,1
10,0,"male","no","normal","stray",33.8751269,-118.037761,0,0,0,0,0,1,0,0,0,0,0,1
24,0,"male","no","fractious","stray",33.7704943,-118.1876822,1,0,0,0,0,0,0,0,0,0,0,1
96,0,"female","no","ill_mild","stray",33.8187501,-118.1164629,0,0,0,0,0,1,0,0,0,1,0,0
11,1,"female","yes","normal","owner_surrender",33.7751351,-118.1799603,0,0,0,0,0,1,0,0,0,0,0,1
11,1,"female","yes","normal","owner_surrender",33.7751351,-118.1799603,0,0,0,0,0,0,0,0,0,0,0,0
68,1,"female","yes","normal","owner_surrender",33.7751351,-118.1799603,0,0,0,0,0,1,0,0,0,0,0,1
17,1,"male","yes","normal","stray",33.796086,-118.1426265,1,0,0,0,0,0,0,0,0,0,0,1
36,1,"female","yes","fractious","stray",33.8836359,-118.1858352,0,0,1,0,0,0,0,0,0,0,0,1
86,0,"male","no","normal","stray",33.8836359,-118.1858352,1,0,0,0,0,0,0,0,0,0,0,1
10,1,"male","yes","fractious","stray",33.7930829,-118.1737958,0,0,0,0,0,1,0,0,0,0,0,1
8,1,"female","yes","normal","stray",33.8544965,-118.1827764,1,0,0,0,0,0,0,0,0,0,0,1
42,0,"female","no","under_age_or_weight","stray",33.7838706,-118.216339,0,0,0,0,0,1,0,0,0,0,0,1
19,1,"female","yes","fractious","stray",33.7939258,-118.176288,1,0,0,0,0,0,0,0,0,0,0,1
10,0,"female","no","fractious","stray",33.8143759,-118.0659084,1,0,0,0,0,0,0,0,0,0,0,1
84,1,"female","yes","normal","stray",33.8590048,-118.158953,0,0,1,0,0,0,0,0,0,0,0,1
8,0,"male","no","fractious","stray",33.8143759,-118.0659084,1,0,0,0,0,0,0,0,0,0,0,1
9,0,"female","no","under_age_or_weight","stray",33.8534468,-118.1772428,1,0,0,0,0,0,0,0,0,0,0,1
13,0,"female","no","under_age_or_weight","stray",33.8056842,-118.1197583,0,0,0,0,0,0,1,0,0,0,0,1
29,0,"male","no","under_age_or_weight","stray",33.7844236,-118.1633038,0,1,0,0,0,0,0,0,0,0,0,1
12,1,"female","yes","fractious","stray",33.8534468,-118.1772428,1,0,0,0,0,0,0,0,0,0,0,1
29,0,"male","no","under_age_or_weight","stray",33.7844236,-118.1633038,1,0,0,0,0,0,0,0,0,0,0,1
9,0,"female","no","under_age_or_weight","stray",33.809657,-118.0680316,0,0,0,0,0,0,0,0,0,0,1,1
13,1,"female","yes","normal","stray",33.8013969,-118.1795944,1,0,0,0,0,0,0,0,0,0,0,1
27,1,"female","yes","normal","stray",33.7971354,-118.1905446,1,0,0,0,0,0,0,0,0,0,1,0
159,1,"female","yes","other","stray",33.8836513,-118.1848329,0,0,0,0,0,0,1,0,0,0,0,1
12,0,"male","no","ill_mild","stray",33.809657,-118.0680316,1,0,0,0,0,0,0,0,0,0,0,1
27,1,"male","yes","ill_mild","stray",33.7971245,-118.1763334,0,0,1,0,0,0,0,0,0,0,0,1
52,1,"male","yes","ill_moderatete","stray",33.7680909,-118.1404846,0,0,0,0,0,0,0,1,0,0,0,1
22,0,"female","no","other","stray",33.7753354,-118.1957271,0,0,0,0,0,0,1,0,0,0,0,1
8,0,"male","no","other","stray",33.8080748,-118.1849237,1,0,0,0,0,0,0,0,0,0,0,1
212,1,"female","yes","under_age_or_weight","stray",33.8288416,-118.0896661,0,0,1,0,0,0,0,0,0,0,0,1
38,0,"female","no","normal","stray",33.8044572,-118.2121997,0,0,0,0,1,0,0,0,0,0,0,1
38,0,"male","no","under_age_or_weight","stray",33.8044572,-118.2121997,0,0,0,0,1,0,0,0,0,0,0,1
108,1,"male","yes","normal","stray",33.8324015,-118.1426322,1,0,0,0,0,0,0,0,0,0,0,1
20,1,"male","yes","fractious","stray",33.8606421,-118.1882829,0,0,0,0,0,1,0,0,0,0,0,1
40,1,"female","yes","fractious","stray",33.8639003,-118.179874,1,0,0,0,0,0,0,0,0,0,0,1
46,0,"female","no","under_age_or_weight","stray",33.8639003,-118.179874,1,0,0,0,0,0,0,0,0,0,0,1
46,0,"male","no","under_age_or_weight","stray",33.8639003,-118.179874,1,0,0,0,0,0,0,0,0,0,0,1
20,0,"female","no","under_age_or_weight","stray",33.8566058,-118.0728249,0,0,0,0,0,1,0,0,0,0,0,1
38,0,"female","yes","normal","stray",33.8009063,-118.1944796,0,0,1,0,0,0,0,0,0,0,0,1
10,0,"unknown","unknown","under_age_or_weight","stray",33.7838115,-118.1867055,0,0,1,0,0,0,0,0,0,0,0,1
15,0,"unknown","unknown","under_age_or_weight","stray",33.7838115,-118.1867055,0,0,1,0,0,0,0,0,0,0,0,1
16,1,"male","yes","other","stray",33.7829148,-118.1652834,1,0,0,0,0,0,0,0,0,0,0,1
30,0,"female","no","other","stray",33.7970125,-118.1836481,0,0,1,0,0,0,0,0,0,0,0,1
15,1,"male","yes","normal","stray",33.7972911,-118.210872,1,0,0,0,0,0,0,0,0,0,0,1
15,0,"male","no","under_age_or_weight","stray",33.8343134,-118.127149,0,0,0,0,0,1,0,0,0,0,0,1
15,0,"male","no","under_age_or_weight","stray",33.8343134,-118.127149,0,0,0,0,0,1,0,0,0,0,0,1
78,1,"female","yes","normal","stray",33.8565874,-118.0747224,1,0,0,0,0,0,0,0,0,0,0,1
126,0,"female","yes","normal","stray",33.8576449,-118.1772727,0,0,0,0,0,0,0,0,1,0,0,1
45,1,"female","yes","normal","stray",33.8044572,-118.2121997,0,0,0,0,0,1,0,0,0,0,0,1
22,1,"male","no","under_age_or_weight","stray",33.8044572,-118.2121997,0,0,0,0,0,1,0,0,0,0,0,1
69,1,"female","no","under_age_or_weight","stray",33.8044572,-118.2121997,0,0,0,1,0,0,0,0,0,0,0,1
22,1,"female","yes","under_age_or_weight","stray",33.8044572,-118.2121997,0,0,0,1,0,0,0,0,0,0,0,1
22,1,"male","no","under_age_or_weight","stray",33.8044572,-118.2121997,1,0,0,0,0,0,0,0,0,0,0,1
22,1,"male","no","under_age_or_weight","stray",33.8121258,-118.2199732,0,0,0,0,0,1,0,0,0,0,0,1
22,1,"female","yes","under_age_or_weight","stray",33.8121258,-118.2199732,0,0,0,0,0,0,0,0,0,0,1,1
32,1,"female","no","fractious","stray",33.861679,-118.0580844,1,0,0,0,0,0,0,0,0,0,0,1
10,1,"male","yes","fractious","stray",33.8330753,-118.1692483,0,0,0,0,0,0,0,0,1,0,0,1
27,1,"female","yes","under_age_or_weight","stray",33.8447512,-118.1912196,1,0,0,0,0,0,0,0,0,0,0,1
25,1,"male","no","under_age_or_weight","stray",33.8447512,-118.1912196,1,0,0,0,0,0,0,0,0,0,0,1
60,1,"female","yes","under_age_or_weight","stray",33.7898725,-118.1828574,1,0,0,0,0,0,0,0,0,0,0,1
61,1,"male","yes","under_age_or_weight","stray",33.8447512,-118.1912196,1,0,0,0,0,0,0,0,0,0,0,1
61,1,"male","yes","under_age_or_weight","stray",33.8447512,-118.1912196,1,0,0,0,0,0,0,0,0,0,0,1
75,1,"female","yes","under_age_or_weight","stray",33.7898725,-118.1828574,1,0,0,0,0,0,0,0,0,0,0,1
25,1,"male","yes","normal","stray",33.8699302,-118.1696368,1,0,0,0,0,0,0,0,0,0,0,1
15,0,"male","no","under_age_or_weight","stray",33.8467661,-118.0663916,0,0,1,0,0,0,0,0,0,0,0,1
11,0,"male","no","under_age_or_weight","stray",33.7989337,-118.1834028,1,0,0,0,0,0,0,0,0,0,0,1
11,0,"female","no","under_age_or_weight","stray",33.7989337,-118.1834028,0,0,1,0,0,0,0,0,0,0,0,1
76,1,"female","yes","other","stray",33.8718898,-118.19015,1,0,0,0,0,0,0,0,0,0,0,1
268,1,"male","yes","other","owner_surrender",33.8099889,-118.2086871,1,0,0,0,0,0,0,0,0,0,0,1
11,1,"male","yes","under_age_or_weight","stray",33.8533977,-118.0765775,0,0,0,0,0,0,0,0,0,1,0,1
10,1,"female","yes","normal","stray",33.791759,-118.1518177,1,0,0,0,0,0,0,0,0,0,0,1
8,1,"male","yes","normal","stray",33.8658563,-118.0549715,0,0,1,0,0,0,0,0,0,0,0,1
8,1,"female","yes","fractious","stray",33.8658563,-118.0549715,0,0,1,0,0,0,0,0,0,0,0,1
29,1,"female","yes","normal","stray",33.7972911,-118.210872,1,0,0,0,0,0,0,0,0,0,0,1
8,0,"female","no","under_age_or_weight","stray",33.7972911,-118.210872,1,0,0,0,0,0,0,0,0,0,0,1
226,0,"female","no","fractious","stray",33.7822849,-118.1788917,0,0,1,0,0,0,0,0,0,0,0,1
70,1,"male","yes","normal","stray",33.7936526,-118.2109272,1,0,0,0,0,0,0,0,0,0,0,1
50,0,"male","no","normal","stray",33.7781397,-118.1641651,1,0,0,0,0,0,0,0,0,0,0,1
33,0,"male","no","under_age_or_weight","stray",33.8486568,-118.1598395,1,0,0,0,0,0,0,0,0,0,0,1
33,0,"female","no","under_age_or_weight","stray",33.8486568,-118.1598395,0,0,0,0,0,0,0,1,0,0,0,1
15,1,"female","yes","fractious","stray",33.8797998,-118.1020948,0,0,0,0,0,1,0,0,0,0,0,1
19,0,"female","no","normal","stray",33.8656775,-118.1925279,0,1,0,0,0,0,0,0,0,0,0,1
42,1,"female","yes","fractious","stray",33.8211047,-118.1260059,0,0,0,0,0,0,1,0,0,0,0,1
161,1,"male","yes","under_age_or_weight","stray",33.8012129,-118.1676583,1,0,0,0,0,0,0,0,0,0,0,1
15,1,"male","yes","under_age_or_weight","stray",33.7822849,-118.1788917,0,0,0,0,0,0,0,0,0,0,0,1
26,0,"female","no","normal","owner_surrender",33.7771817,-118.1513264,0,0,0,0,0,1,0,0,0,0,0,1
13,1,"female","no","under_age_or_weight","stray",33.8221473,-118.1850249,0,0,0,0,0,1,0,0,0,0,0,1
8,1,"male","yes","fractious","stray",33.8178954,-118.0742464,1,0,0,0,0,0,0,0,0,0,0,1
15,1,"male","yes","normal","stray",33.7813009,-118.187721,1,0,0,0,0,0,0,0,0,0,0,1
15,0,"male","no","under_age_or_weight","stray",33.8600986,-118.1820236,0,0,1,0,0,0,0,0,0,0,0,1
15,0,"female","no","under_age_or_weight","stray",33.8600986,-118.1820236,1,0,0,0,0,0,0,0,0,0,0,1
88,1,"male","yes","under_age_or_weight","stray",33.8600986,-118.1820236,1,0,0,0,0,0,0,0,0,0,0,1
9,1,"male","yes","fractious","stray",33.8766726,-118.0634677,0,0,1,0,0,0,0,0,0,0,0,1
34,1,"male","yes","normal","stray",33.8492412,-118.1861258,0,0,0,0,0,1,0,0,0,0,0,1
19,1,"female","yes","normal","stray",33.8492412,-118.1861258,0,0,0,0,0,1,0,0,0,0,0,1
35,0,"male","no","under_age_or_weight","stray",33.8810061,-118.1565482,1,0,0,0,0,0,0,0,0,0,0,1
54,1,"female","yes","under_age_or_weight","stray",33.8546389,-118.1943384,0,0,1,0,0,0,0,0,0,0,0,1
79,0,"male","no","fractious","stray",33.8154248,-118.1771993,1,0,0,0,0,0,0,0,0,0,0,1
34,0,"male","no","under_age_or_weight","stray",33.8810061,-118.1565482,1,0,0,0,0,0,0,0,0,0,0,1
294,1,"female","yes","normal","stray",33.7916813,-118.1994943,0,0,0,0,0,1,0,0,0,0,0,1
223,1,"male","yes","under_age_or_weight","stray",33.7916813,-118.1994943,0,0,0,0,0,0,1,0,0,0,0,1
202,1,"female","yes","under_age_or_weight","other",33.7608137,-118.1504683,1,0,0,0,0,0,0,0,0,0,0,1
157,0,"female","yes","under_age_or_weight","stray",33.8755852,-118.1955214,1,0,0,0,0,0,0,0,0,0,0,1
157,0,"female","yes","under_age_or_weight","stray",33.8755852,-118.1955214,1,0,0,0,0,0,0,0,0,0,0,1
12,1,"female","yes","normal","stray",33.8766726,-118.0634677,0,0,0,0,0,0,1,0,0,0,0,1
184,1,"female","yes","under_age_or_weight","stray",33.8601568,-118.1715221,1,0,0,0,0,0,0,0,0,0,0,1
8,1,"male","no","under_age_or_weight","stray",33.7747998,-118.1767666,0,0,0,0,0,0,0,1,0,0,0,1
14,1,"female","yes","fractious","stray",33.8797998,-118.1020948,1,0,0,0,0,0,0,0,0,0,0,1
45,1,"female","yes","normal","stray",33.7936526,-118.2109272,1,0,0,0,0,0,0,0,0,0,0,1
14,1,"female","no","under_age_or_weight","stray",33.782595,-118.14153,0,0,0,0,0,0,0,0,0,1,0,1
32,0,"male","no","under_age_or_weight","owner_surrender",33.9526234,-118.087104,0,0,0,0,0,0,0,0,1,0,0,1
42,0,"female","no","under_age_or_weight","stray",34.0540839,-117.934238,0,0,0,0,0,1,0,0,0,0,0,1
12,1,"female","yes","fractious","stray",33.8709718,-118.1810999,0,0,1,0,0,0,0,0,0,1,0,0
71,0,"female","no","normal","stray",33.7789862,-118.1534984,0,0,1,0,0,0,0,0,0,0,0,1
36,0,"female","no","normal","stray",33.8797998,-118.1020948,1,0,0,0,0,0,0,0,0,0,0,1
66,1,"male","yes","under_age_or_weight","stray",33.7789839,-118.183959,1,0,0,0,0,0,0,0,0,0,0,1
21,1,"female","yes","under_age_or_weight","stray",33.7789839,-118.183959,0,0,0,1,0,0,0,0,0,0,0,1
55,1,"female","yes","under_age_or_weight","stray",33.7789839,-118.183959,1,0,0,0,0,0,0,0,0,0,0,1
12,1,"male","yes","fractious","stray",33.7979136,-118.1774033,0,0,0,0,0,0,0,1,0,0,0,1
184,1,"male","yes","fractious","stray",33.8729561,-118.0407857,1,0,0,0,0,0,0,0,0,0,0,1
271,1,"female","yes","normal","stray",33.8475831,-118.0672484,1,0,0,0,0,0,0,0,0,0,0,1
33,0,"female","no","fractious","stray",33.8768404,-118.2056088,0,0,1,0,0,0,0,0,0,0,0,1
