"authors","imports","suggests","depends","Roxygen","gh","rforge","descr","r_count","r_size","ns_import","ns_export","s3_methods","s4_methods","doc_count","doc_size","src_count","src_size","data_count","data_size","testthat_count","testthat_size","time","status"
1,0,0,0,0,0,0,108,5,0.036093,0,0,0,0,0,0,0,0,3,0.158264,0,0,33,1
1,0,1,2,0,0,0,294,1,0.010437,0,3,2,0,0,0,0,0,0,0,0,0,41,1
1,1,2,1,1,1,0,294,1,0.008322,4,2,0,0,0,0,0,0,0,0,2,0.0036,40,1
5,13,2,3,1,1,0,537,61,0.480145,14,60,8,0,0,0,3,0.007168,6,0.519309,0,0,237,1
1,10,6,0,1,1,0,316,2,0.023466,26,3,3,2,1,0.005253,0,0,1,0.168016,0,0,249,1
1,0,1,1,0,0,0,410,12,0.014808,0,1,0,0,0,0,15,0.012256,0,0,0,0,58,1
1,0,1,2,1,1,0,355,15,0.059899,5,5,6,0,0,0,0,0,2,0.007976,0,0,88,1
1,1,0,0,1,0,0,322,5,0.015988,1,0,0,0,0,0,0,0,0,0,0,0,41,1
1,1,1,1,1,1,0,73,6,0.026663,1,6,5,0,0,0,16,0.049152,0,0,6,0.077932,66,1
6,0,0,2,0,0,0,172,15,0.024103,0,0,0,0,0,0,0,0,3,0.001542,0,0,84,1
1,7,1,3,1,0,0,685,5,0.079383,18,25,0,0,0,0,10,0.04201,0,0,0,0,135,1
1,0,3,0,1,1,0,328,2,0.006084,0,1,1,0,1,0.006592,0,0,0,0,2,0.007896,41,1
1,5,2,1,1,0,0,383,10,0.104358,0,5,5,0,0,0,0,0,4,0.044043,0,0,54,1
1,0,0,1,1,0,0,598,4,0.011164,0,2,0,0,0,0,0,0,0,0,0,0,31,1
2,0,0,1,1,0,0,200,1,0.006123,2,0,1,0,0,0,0,0,0,0,0,0,28,1
1,0,0,1,0,0,0,227,3,0.035095,2,0,14,0,0,0,0,0,0,0,0,0,41,1
1,10,2,1,1,1,0,222,3,0.025177,0,6,9,0,1,0.004447,0,0,0,0,0,0,73,1
1,0,0,2,0,0,0,70,9,0.014247,1,0,0,0,0,0,6,0.037262,0,0,0,0,142,1
1,4,3,5,0,0,1,41,74,0.520949,8,12,0,9,1,0.030498,3,0.009481,0,0,0,0,410,1
1,10,2,1,0,0,1,154,1,0.000895,9,0,0,0,1,0.166961,0,0,0,0,0,0,177,1
1,14,3,1,1,1,0,236,18,0.059782,34,7,0,0,0,0,0,0,1,0.001068,2,0.005887,150,1
1,2,2,8,0,0,1,94,11,0.044258,8,1,0,3,0,0,0,0,0,0,0,0,102,1
1,3,1,3,0,0,1,81,28,0.215655,6,8,0,3,0,0,1,0.001749,0,0,0,0,147,1
5,0,0,0,0,0,0,481,4,0.001705,0,0,0,0,0,0,0,0,0,0,0,0,64,1
1,0,4,1,0,0,0,574,21,0.042765,1,19,0,0,0,0,2,0.00605,0,0,0,0,54,1
1,5,2,7,0,0,1,85,38,0.297879,11,16,0,17,1,0.064692,0,0,0,0,0,0,219,1
1,0,2,6,0,1,0,216,2,0.0063,4,1,2,1,0,0,0,0,0,0,0,0,86,1
1,6,0,1,1,1,0,289,10,0.032274,10,15,0,0,0,0,0,0,1,0.003544,0,0,67,1
1,1,2,5,0,0,1,102,3,0.009426,4,1,0,2,0,0,0,0,0,0,0,0,98,1
1,3,1,5,0,0,1,98,17,0.057687,6,1,0,3,0,0,0,0,0,0,0,0,80,1
1,4,1,4,0,0,1,84,4,0.014789,6,3,0,1,0,0,0,0,0,0,0,0,92,1
1,2,1,5,0,0,1,128,11,0.023952,5,1,0,2,0,0,0,0,0,0,0,0,82,1
1,0,0,2,0,0,0,76,2,0.00106,1,0,0,0,0,0,0,0,0,0,0,0,43,1
4,4,4,1,1,0,0,761,17,0.213683,5,27,0,0,1,0.097995,3,0.015008,5,0.381661,0,0,401,1
1,4,3,3,0,1,0,168,20,0.150959,10,1,0,1,1,0.039548,2,0.023194,1,0.079376,0,0,807,1
3,0,3,4,0,1,0,137,4,0.043847,7,13,0,0,0,0,0,0,3,0.002812,0,0,67,1
3,6,6,3,0,0,0,468,91,0.426369,9,101,36,0,0,0,63,0.235608,0,0,0,0,183,1
1,7,5,1,0,0,0,830,41,0.407883,11,21,0,0,1,0.09439,18,0.021233,4,0.040386,0,0,337,1
1,6,3,3,1,0,0,267,3,0.035777,34,9,0,0,1,0.000445,0,0,4,0.441395,0,0,210,1
1,2,2,0,1,1,0,92,2,0.011771,2,3,0,0,0,0,6,0.009355,0,0,1,0.003013,81,1
1,0,0,3,0,0,0,209,6,0.090345,0,0,0,0,0,0,0,0,1,0.010909,0,0,92,1
4,4,0,2,0,0,0,220,1,0.028638,5,1,0,0,2,0.03713,63,0.095658,1,0.035866,0,0,75,1
1,0,0,2,0,0,0,294,9,0.013368,2,1,0,0,0,0,2,0.009068,1,0.00384,0,0,137,1
2,0,0,3,0,0,0,571,21,0.086333,7,1,0,0,0,0,0,0,3,0.019991,0,0,120,1
1,7,5,1,1,0,0,372,17,0.034933,0,22,3,0,1,0.005294,0,0,0,0,36,0.035519,135,1
1,0,0,0,0,0,0,87,4,0.002178,0,3,0,0,0,0,3,0.001093,0,0,0,0,33,1
3,0,0,6,1,0,0,404,33,0.042933,22,8,15,0,0,0,0,0,1,0.000475,0,0,131,1
1,1,0,1,0,0,0,181,2,0.012529,6,0,2,0,0,0,0,0,0,0,0,0,49,1
1,7,0,0,1,0,0,278,5,0.009277,3,5,0,0,0,0,0,0,0,0,0,0,79,1
3,1,2,0,1,0,0,345,1,0.002173,1,0,0,0,0,0,3,0.00033,0,0,0,0,73,1
1,5,1,0,0,0,0,169,3,0.080272,5,1,29,0,1,0.037708,3,0.124146,2,0.001697,0,0,125,1
1,0,1,5,0,0,0,559,34,0.086105,0,0,13,0,0,0,0,0,2,0.021079,0,0,100,1
1,25,1,2,1,0,0,170,36,1.340954,122,287,9,2,0,0,7,0.064596,54,2.339249,0,0,304,1
1,8,5,1,0,1,0,73,46,0.077105,15,10,15,0,4,0.115518,0,0,3,0.114375,0,0,198,1
1,27,5,1,1,0,0,694,13,0.197061,59,27,44,0,3,0.06644,0,0,0,0,0,0,360,1
1,1,0,2,0,0,0,556,1,0.129033,6,0,16,0,1,0.037432,0,0,2,0.03507,0,0,96,1
1,6,2,1,1,1,0,253,7,0.009445,18,6,0,0,1,0.002241,0,0,0,0,0,0,92,1
5,1,1,0,0,0,0,59,16,0.026858,3,1,6,0,0,0,0,0,0,0,1,0.00275,57,1
1,6,1,1,1,1,0,128,2,0.005296,15,1,1,0,0,0,0,0,0,0,0,0,73,1
3,1,1,1,0,1,0,397,5,0.02676,3,4,0,0,0,0,0,0,0,0,2,0.00275,112,1
1,3,0,5,0,0,0,209,94,0.232587,4,1,17,0,0,0,0,0,6,0.114755,0,0,129,1
1,0,0,5,0,0,0,213,5,0.036035,2,1,0,0,0,0,10,0.076618,2,0.672628,0,0,129,1
1,9,5,1,1,0,0,352,19,0.324257,31,114,102,0,1,0.012536,0,0,0,0,0,0,244,1
1,0,0,3,0,0,0,315,8,0.037784,5,1,0,0,0,0,0,0,1,0.117047,0,0,98,1
2,5,0,0,1,0,0,493,35,0.08848,0,5,10,0,0,0,0,0,2,0.021345,0,0,84,1
1,1,0,4,0,0,0,42,18,0.099232,5,0,0,1,1,0.016477,0,0,3,0.197674,0,0,111,1
1,2,1,1,1,1,0,188,4,0.013135,12,10,4,2,0,0,0,0,0,0,2,0.00185,71,1
1,7,0,5,0,0,0,142,11,0.119939,6,1,12,2,0,0,0,0,5,1.852148,0,0,95,1
1,8,0,2,0,1,0,151,8,0.04087,9,1,0,3,0,0,0,0,3,1.742828,0,0,80,1
3,1,2,1,0,0,0,74,19,0.029797,1,1,0,1,1,0.033221,23,0.033698,2,0.102469,0,0,79,1
3,0,0,0,0,0,0,513,14,0.014471,1,0,0,0,0,0,0,0,0,0,0,0,30,1
1,1,0,3,1,0,0,370,13,0.080279,5,19,6,0,1,0.024944,7,0.08075,1,0.017042,0,0,135,1
3,0,0,0,0,0,0,323,15,0.014991,0,0,0,0,0,0,0,0,0,0,0,0,32,1
1,3,5,3,0,1,1,1017,41,0.449581,7,41,0,0,0,0,0,0,3,1.845936,0,0,189,1
1,0,0,3,0,0,0,521,4,0.005173,2,0,0,0,0,0,0,0,0,0,0,0,83,1
1,1,1,1,1,1,0,286,1,0.01088,1,0,0,0,0,0,17,0.0336,0,0,1,0.000597,77,1
1,7,0,1,0,0,0,78,1,0.00443,1,0,0,0,0,0,0,0,0,0,0,0,50,1
1,4,0,1,0,1,0,885,4,0.013297,5,4,0,0,0,0,0,0,0,0,0,0,81,1
1,4,2,3,1,0,0,368,15,0.102678,14,14,0,0,1,0.015612,0,0,2,1.3326,0,0,241,1
3,3,3,1,0,0,0,111,32,0.23787,7,19,11,5,4,0.033024,0,0,0,0,0,0,78,1
1,0,0,1,1,0,0,133,1,0.000183,0,0,0,0,0,0,0,0,41,0.01521,0,0,34,1
1,5,7,2,1,0,0,203,32,0.118997,9,1,37,0,2,0.050833,0,0,13,2.832871,0,0,171,1
1,1,3,1,1,1,0,321,2,0.000901,1,1,0,0,1,0.006246,0,0,0,0,1,0.001557,88,1
1,3,4,0,1,1,0,178,3,0.007756,3,2,0,0,1,0.002077,0,0,0,0,2,0.002258,51,1
1,1,1,0,1,1,0,87,6,0.035351,3,1,1,0,0,0,0,0,0,0,3,0.049927,47,1
1,5,7,1,1,1,0,396,5,0.095803,5,41,3,0,0,0,2,0.002065,0,0,3,0.019408,128,1
1,3,4,0,1,1,0,415,1,0.010473,4,2,0,0,1,0.008671,0,0,0,0,0,0,62,1
3,0,0,0,0,0,0,121,8,0.272309,0,1,0,0,0,0,2,0.000177,0,0,0,0,45,1
1,7,8,1,1,0,0,249,7,0.034592,0,5,0,0,1,0.003966,0,0,0,0,4,0.012964,278,1
1,3,3,1,1,1,0,153,1,0.013314,3,8,0,0,0,0,0,0,0,0,5,0.004778,47,1
1,7,5,1,1,1,0,147,7,0.016852,28,4,0,0,2,0.013343,0,0,1,0.000344,5,0.009374,100,1
1,7,2,1,1,0,0,361,12,0.024234,22,13,1,0,0,0,0,0,0,0,1,0.001724,70,1
1,0,0,1,1,1,0,177,9,0.018995,15,16,6,0,0,0,0,0,0,0,0,0,30,1
1,8,11,1,1,1,0,464,12,0.102456,19,20,3,0,2,0.036812,18,0.119511,3,0.051823,5,0.017317,348,1
2,2,0,4,1,0,0,225,8,0.029505,12,6,0,0,0,0,0,0,0,0,0,0,97,1
1,10,1,3,0,0,0,259,60,0.3769,0,0,0,0,0,0,0,0,0,0,0,0,148,1
1,3,2,0,0,0,0,822,9,0.069931,3,1,1,0,0,0,0,0,0,0,0,0,62,1
1,4,0,4,0,0,0,336,14,0.064851,0,0,0,0,0,0,0,0,0,0,0,0,133,1
1,0,0,1,0,0,0,276,2,0.00757,0,1,0,0,0,0,5,0.006278,0,0,0,0,40,1
3,0,0,0,0,0,0,762,22,0.022242,3,0,0,0,0,0,0,0,0,0,0,0,35,1
1,0,3,6,1,1,0,111,7,0.02939,18,1,0,0,0,0,0,0,0,0,0,0,186,1
1,4,0,1,1,0,0,201,7,0.056652,30,6,0,0,0,0,0,0,4,0.00828,0,0,86,1
1,2,1,0,1,0,0,508,17,0.017658,2,15,0,0,0,0,0,0,0,0,1,0.000237,45,1
1,3,2,4,0,0,0,76,8,0.044643,6,0,2,0,1,0.024505,0,0,0,0,0,0,44,1
1,0,4,5,0,0,0,80,2,0.016663,4,1,0,0,1,0.01324,0,0,0,0,0,0,177,1
1,0,1,5,0,0,0,49,3,0.019971,3,0,0,0,1,0.040651,3,0.004115,0,0,0,0,50,1
1,5,4,0,1,0,0,379,3,0.073892,18,5,5,0,1,0.029467,0,0,2,0.012284,0,0,198,1
1,4,8,3,1,1,0,432,2,0.020608,8,3,0,0,1,0.020509,0,0,0,0,2,0.012654,128,1
1,2,1,0,0,0,0,186,8,0.010062,2,0,0,0,0,0,0,0,7,0.048218,0,0,44,1
3,0,5,3,0,0,0,370,12,0.172248,4,1,33,0,0,0,5,0.018886,5,0.013996,0,0,163,1
1,0,6,5,0,0,0,115,1,0.011813,2,0,0,0,0,0,0,0,0,0,0,0,53,1
1,0,3,1,1,1,0,154,7,0.149569,17,12,12,0,1,0.031878,0,0,20,0.03311,0,0,90,1
1,1,2,1,0,1,0,91,10,0.021026,1,23,4,0,0,0,0,0,0,0,6,0.004336,48,1
1,2,2,0,1,0,0,241,1,0.00763,3,1,0,0,0,0,0,0,0,0,0,0,66,1
5,1,0,2,0,0,0,94,11,0.017517,6,6,0,0,0,0,0,0,0,0,0,0,71,1
1,0,6,1,1,0,0,334,3,0.008503,0,4,0,0,0,0,6,0.049787,0,0,6,0.021179,59,1
1,0,0,0,1,1,0,108,1,0.004589,0,1,0,0,0,0,0,0,0,0,0,0,27,1
1,9,6,2,1,0,0,59,7,0.044469,37,8,0,0,2,0.059786,0,0,0,0,0,0,127,1
1,0,0,1,1,0,0,403,2,0.003659,0,1,0,0,0,0,0,0,0,0,0,0,27,1
3,0,0,0,0,0,0,455,11,0.043574,1,0,0,0,0,0,0,0,0,0,0,0,68,1
2,0,0,7,0,0,0,291,7,0.010788,1,1,0,0,0,0,0,0,2,0.00446,0,0,101,1
1,6,0,0,0,0,0,720,6,0.016776,6,0,0,0,0,0,0,0,1,0.246186,0,0,41,1
3,0,0,0,0,0,0,215,3,0.03493,2,0,0,0,0,0,0,0,4,0.00291,0,0,33,1
1,0,2,4,0,0,0,957,147,0.426108,5,147,0,0,0,0,0,0,0,0,12,0.010828,165,1
1,2,1,0,0,1,0,379,4,0.009574,2,3,0,0,0,0,0,0,0,0,0,0,47,1
2,8,2,2,1,0,0,291,18,0.090762,9,7,1,0,2,0.063671,0,0,0,0,0,0,187,1
1,3,3,1,1,1,0,61,6,0.015738,3,20,0,0,1,0.005521,0,0,0,0,16,0.015462,56,1
1,0,0,4,0,0,0,364,3,0.045687,1,0,0,0,0,0,0,0,0,0,0,0,127,1
1,2,5,1,1,0,0,1227,3,0.027302,2,9,0,0,0,0,32,0.653457,0,0,261,0.427565,101,1
1,4,0,1,0,0,0,139,9,0.022842,6,3,0,0,0,0,0,0,0,0,0,0,96,1
1,0,1,0,0,0,0,88,1,0.011934,0,6,0,0,0,0,3,0.011476,0,0,0,0,50,1
1,0,0,0,0,0,0,76,2,0.003136,0,1,0,0,0,0,1,0.001772,0,0,0,0,39,1
6,5,0,1,0,0,0,560,70,0.177566,2,1,0,0,0,0,0,0,1,0.001435,0,0,58,1
1,17,12,1,0,0,1,149,75,0.662034,16,1,7,0,4,0.055122,15,0.051156,9,0.075685,4,0.065694,474,1
1,0,0,1,0,0,0,1321,10,0.04943,0,15,0,0,0,0,0,0,8,2.345576,0,0,40,1
1,12,21,1,1,1,0,99,76,0.233396,38,240,172,0,5,0.066044,37,0.173347,6,0.219449,66,0.296522,297,1
1,5,5,2,1,0,0,211,8,0.021192,16,3,8,5,1,0.008227,0,0,0,0,1,0.001694,78,1
1,11,3,0,1,1,0,251,2,0.044116,60,6,0,0,1,0.001849,0,0,0,0,0,0,73,1
1,0,0,3,0,0,0,514,9,0.014158,5,1,0,0,0,0,2,0.01296,1,0.000575,0,0,92,1
1,5,2,0,1,0,0,111,5,0.021245,12,4,0,0,0,0,0,0,0,0,0,0,86,1
1,0,1,4,1,0,0,414,3,0.006361,4,4,0,0,0,0,9,0.07604,0,0,0,0,109,1
1,5,0,1,0,0,0,1277,57,1.736652,9,1,283,0,0,0,102,3.448108,20,0.049072,0,0,303,1
2,3,1,1,1,0,0,533,26,0.120838,3,38,1,0,0,0,0,0,0,0,0,0,67,1
1,5,0,1,1,0,0,167,1,0.010672,1,9,0,0,0,0,0,0,0,0,0,0,50,1
2,0,0,4,1,0,0,849,11,0.051823,17,2,18,0,0,0,24,0.161049,1,0.00088,0,0,141,1
1,1,4,1,1,0,0,788,3,0.003299,1,5,0,0,2,0.013476,3,0.01021,0,0,2,0.002366,83,1
2,2,8,0,1,1,0,224,32,0.09061,1,48,0,0,0,0,0,0,0,0,33,0.039555,73,1
1,2,0,1,0,0,0,621,4,0.076487,5,20,59,0,1,0.058873,0,0,2,0.006403,0,0,84,1
1,5,6,1,1,0,0,896,6,0.075771,7,8,8,0,2,0.019273,0,0,17,0.008121,2,0.007476,166,1
1,0,0,0,1,1,0,210,4,0.012392,0,6,0,0,0,0,0,0,0,0,0,0,25,1
1,1,2,2,1,0,0,196,1,0.002867,6,5,0,0,0,0,0,0,0,0,1,0.000325,53,1
1,10,28,1,1,1,0,602,78,0.491903,42,176,1,0,1,0.005561,0,0,0,0,42,0.238836,249,1
8,1,3,1,0,0,0,351,5,0.020491,1,1,0,0,5,0.023827,0,0,0,0,0,0,50,1
1,3,0,0,1,1,0,189,1,0.037163,21,9,0,0,0,0,0,0,0,0,0,0,32,1
1,0,0,2,0,0,0,212,1,0.035836,0,2,0,0,0,0,0,0,0,0,0,0,33,1
1,2,0,1,1,0,0,814,1,0.022626,4,4,0,0,0,0,0,0,1,0.000398,0,0,65,1
1,6,6,1,1,0,0,308,6,0.043028,0,12,0,0,5,0.021903,0,0,2,0.450736,0,0,97,1
2,5,0,3,0,0,0,133,113,0.593263,9,1,18,0,0,0,0,0,35,0.023116,0,0,233,1
1,1,0,1,0,0,0,239,5,0.018851,5,0,0,0,0,0,0,0,0,0,0,0,43,1
1,8,0,1,1,0,0,858,9,0.057139,7,0,0,0,0,0,0,0,5,0.025849,0,0,184,1
2,0,0,6,0,0,0,562,14,0.075085,4,1,14,0,0,0,4,0.006015,0,0,0,0,136,1
1,1,0,0,0,1,0,263,2,0.00373,2,1,0,0,0,0,4,0.012751,0,0,0,0,76,1
1,10,4,0,1,1,0,510,13,0.04678,17,8,0,0,4,0.049539,0,0,3,0.103803,7,0.046574,96,1
1,2,0,1,1,0,0,426,2,0.010575,2,0,0,9,0,0,0,0,0,0,0,0,45,1
1,1,5,1,1,1,0,312,4,0.007179,2,2,0,0,1,0.002802,4,0.005303,1,1.237638,0,0,115,1
3,0,2,3,1,0,0,177,11,0.030125,11,6,0,0,1,0.009982,0,0,7,0.586918,0,0,125,1
1,0,0,4,0,0,0,183,25,0.041917,2,1,0,0,0,0,41,0.267025,7,0.540273,0,0,114,1
1,12,3,1,0,0,0,221,55,0.159568,20,18,11,0,0,0,0,0,2,0.015034,0,0,243,1
1,0,0,1,0,0,0,395,1,0.058443,0,1,0,0,0,0,7,0.115927,0,0,0,0,45,1
1,3,5,4,0,0,0,1103,6,0.059621,6,4,7,0,0,0,0,0,0,0,3,0.003419,159,1
1,2,0,1,0,0,0,244,9,0.005939,0,8,0,0,0,0,0,0,1,0.009226,0,0,47,1
1,1,0,1,1,1,0,643,7,0.024018,3,1,0,0,0,0,0,0,2,0.001327,0,0,62,1
1,2,2,3,1,1,0,91,3,0.016179,3,2,0,0,1,0.002887,0,0,0,0,0,0,286,1
1,9,1,1,0,0,0,364,31,0.078163,2,10,0,0,0,0,0,0,2,0.00123,0,0,79,1
1,7,9,1,1,1,0,269,10,0.141716,29,5,12,0,1,0.060501,0,0,0,0,12,0.064831,311,1
1,7,0,0,1,0,0,771,6,0.038615,4,23,0,0,0,0,0,0,0,0,0,0,50,1
3,8,4,1,1,0,0,639,7,0.074744,17,9,5,0,1,0.022018,0,0,2,0.085763,2,0.011363,389,1
1,0,0,0,0,0,0,87,5,0.006325,0,0,0,0,0,0,0,0,0,0,0,0,29,1
1,17,0,1,1,0,0,207,26,0.127911,1,25,1,0,0,0,0,0,0,0,0,0,119,1
1,11,2,2,1,1,0,370,19,0.091753,4,18,0,0,1,0.017339,0,0,0,0,4,0.029977,112,1
1,13,5,2,1,1,0,460,21,0.122342,9,20,0,0,1,0.01551,0,0,0,0,2,0.001607,115,1
1,3,0,1,0,0,1,282,1,0.00606,0,1,2,0,0,0,0,0,0,0,0,0,40,1
1,1,0,1,0,0,0,154,1,0.005437,1,1,0,0,0,0,0,0,1,0.04713,0,0,43,1
1,6,0,2,0,0,1,659,3,0.278185,7,137,239,0,0,0,2,0.061233,3,0.030791,0,0,196,1
1,2,2,0,0,0,0,349,8,0.04092,2,10,14,0,1,0.018566,1,0.002047,0,0,0,0,48,1
1,1,0,1,1,0,0,128,22,0.021819,2,4,0,0,0,0,0,0,18,2.7741,0,0,56,1
1,0,0,6,0,0,0,211,10,0.014287,4,0,0,0,1,0.02594,12,0.02739,3,1.239274,0,0,138,1
1,5,0,1,1,1,0,693,12,0.087033,5,44,9,0,0,0,0,0,0,0,0,0,69,1
3,3,0,3,0,0,0,132,19,0.057055,5,17,5,0,0,0,0,0,8,0.021188,0,0,123,1
1,5,2,0,1,0,0,202,4,0.0186,5,3,0,0,2,0.009444,0,0,0,0,0,0,114,1
1,4,4,1,1,1,0,148,3,0.018283,12,5,0,0,1,0.003698,0,0,1,0.000585,1,0.003018,104,1
1,7,5,2,1,0,0,831,87,0.298125,60,20,0,11,1,0.054113,0,0,5,0.087324,10,0.048164,187,1
2,0,4,0,1,0,0,481,22,0.057348,0,21,0,0,1,0.012439,0,0,0,0,21,0.021405,48,1
3,6,1,0,1,1,0,292,26,0.148957,0,23,9,0,0,0,5,0.035732,0,0,5,0.011954,109,1
3,3,0,3,0,0,0,207,21,0.029824,6,6,6,0,0,0,5,0.010718,0,0,0,0,179,1
1,1,0,1,0,0,0,120,1,0.002257,2,1,0,0,0,0,0,0,1,3.844851,0,0,147,1
1,2,0,1,0,0,0,1058,1,0.032665,1,0,0,0,0,0,0,0,5,1.69106,0,0,62,1
1,5,4,0,1,1,0,247,5,0.066502,10,36,0,0,1,0.000527,0,0,0,0,0,0,64,1
1,1,0,1,1,1,0,68,10,0.020473,5,10,0,0,0,0,0,0,1,0.001848,0,0,49,1
1,0,3,1,1,0,0,65,9,0.017736,0,2,0,0,1,0.010337,0,0,1,0.192972,10,0.012388,51,1
2,0,0,2,0,0,0,175,4,0.038328,2,0,4,0,0,0,0,0,1,0.000242,0,0,40,1
1,2,4,0,1,0,0,205,9,0.017305,10,6,0,0,1,0.00921,13,0.01582,0,0,8,0.013965,118,1
1,0,0,0,0,0,0,170,3,0.117304,0,0,0,0,0,0,0,0,2,0.005604,0,0,48,1
1,0,2,1,1,1,0,150,4,0.011441,0,1,1,0,1,0.005057,0,0,0,0,0,0,43,1
1,6,1,4,1,0,0,661,27,0.395268,5,1,0,2,0,0,36,0.377476,3,0.377389,0,0,176,1
1,0,0,0,0,0,0,794,4,0.004383,0,0,0,0,0,0,0,0,0,0,0,0,25,1
1,0,0,0,0,0,0,428,4,0.001822,0,0,0,0,0,0,0,0,3,0.000245,0,0,25,1
1,4,0,0,1,0,0,452,4,0.020194,22,1,1,0,0,0,0,0,1,0.008812,0,0,67,1
1,3,4,0,1,1,0,115,9,0.023927,18,5,13,0,0,0,0,0,0,0,12,0.007732,72,1
1,3,0,1,0,0,0,133,21,0.127267,4,0,8,0,0,0,0,0,5,0.016713,0,0,119,1
1,0,9,5,1,0,0,342,12,0.065088,23,2,1,0,0,0,0,0,0,0,0,0,164,1
3,0,0,4,0,0,0,380,7,0.012316,5,0,5,0,0,0,0,0,0,0,0,0,143,1
4,0,0,6,1,0,0,617,9,0.042448,6,1,3,0,0,0,0,0,1,0.002587,0,0,113,1
3,3,0,0,1,0,0,209,1,0.032602,3,2,6,0,0,0,0,0,0,0,0,0,33,1
1,0,0,0,0,0,0,146,8,0.003049,0,0,0,0,0,0,0,0,0,0,0,0,25,1
1,4,0,2,0,0,1,441,14,0.057474,6,46,5,0,1,0.049779,6,0.014807,2,0.030712,0,0,67,1
3,6,0,1,1,0,0,378,18,0.034842,7,0,0,0,0,0,0,0,1,0.005121,0,0,55,1
1,19,6,4,1,1,0,675,43,0.32481,75,37,16,5,3,0.149314,9,0.004182,2,0.166329,12,0.006728,548,1
1,15,8,5,1,1,0,733,41,0.235918,49,28,0,46,1,0.06367,5,0.01123,5,0.046507,0,0,731,1
3,7,0,1,1,0,0,1150,15,0.024741,7,0,0,0,0,0,0,0,1,0.01853,0,0,65,1
1,5,3,1,1,1,0,264,8,0.043527,0,9,0,0,2,0.01805,0,0,0,0,5,0.008897,57,1
1,0,2,0,1,1,0,294,5,0.005929,0,2,0,0,0,0,0,0,0,0,2,0.007114,40,1
1,2,2,0,1,1,0,90,2,0.004227,0,1,0,0,0,0,0,0,0,0,1,0.000228,40,1
1,0,0,1,0,0,0,86,5,0.006644,1,0,0,0,0,0,0,0,0,0,0,0,33,1
1,0,0,0,0,0,0,217,4,0.006633,0,0,0,0,0,0,0,0,0,0,0,0,27,1
1,0,0,0,0,0,0,1026,1,0.022755,2,0,0,0,0,0,0,0,1,0.00029,0,0,29,1
1,0,0,1,0,0,0,416,7,0.027353,1,1,0,0,0,0,0,0,0,0,0,0,49,1
1,0,0,3,0,0,0,104,3,0.013196,3,1,0,1,0,0,0,0,0,0,0,0,39,1
1,8,1,1,0,1,0,465,38,0.251239,10,3,49,0,2,0.060039,0,0,2,0.050873,0,0,169,1
1,5,0,1,1,0,0,358,25,0.084236,8,51,0,0,0,0,29,0.045517,0,0,0,0,133,1
1,5,5,1,1,1,0,92,59,0.139904,1,62,5,0,1,0.00277,0,0,0,0,38,0.083676,101,1
4,2,0,3,0,0,0,263,2,0.022784,2,1,0,0,0,0,0,0,1,0.070584,0,0,69,1
2,3,0,0,0,0,0,61,3,0.00279,1,0,0,0,0,0,0,0,0,0,0,0,107,1
1,4,0,1,0,0,0,119,8,0.010077,3,1,0,0,0,0,0,0,0,0,0,0,95,1
1,0,0,4,0,0,0,47,3,0.025937,3,0,0,0,0,0,0,0,0,0,0,0,95,1
1,5,1,1,1,1,0,292,22,0.100993,8,43,0,0,0,0,0,0,0,0,11,0.003169,84,1
1,0,0,0,0,0,0,235,2,0.005758,0,0,1,0,0,0,0,0,0,0,0,0,28,1
3,2,1,0,1,0,0,219,5,0.007728,4,2,0,0,0,0,0,0,0,0,3,0.004566,40,1
1,0,7,2,0,0,0,382,5,0.006414,2,0,28,0,0,0,0,0,1,0.001886,0,0,49,1
1,2,4,1,1,1,0,513,1,0.151796,25,8,1,0,1,0.030274,0,0,3,0.004632,4,0.003584,110,1
3,0,0,1,0,0,0,145,4,0.056405,0,24,0,0,0,0,0,0,0,0,0,0,81,1
1,3,0,1,0,0,0,368,12,0.040351,5,1,0,0,0,0,44,0.442272,0,0,0,0,58,1
1,0,0,4,0,0,0,50,30,0.57368,0,1,0,1,0,0,0,0,0,0,0,0,127,1
1,3,17,5,1,1,0,459,20,0.194353,23,16,27,0,3,0.158096,35,0.213248,1,2.119364,37,0.327437,417,1
2,0,0,2,0,0,0,82,4,0.061244,2,0,0,0,0,0,0,0,0,0,0,0,35,1
1,1,0,3,1,0,0,470,4,0.017445,4,1,0,0,0,0,4,0.01551,0,0,0,0,124,1
2,16,0,1,1,0,0,176,34,0.290153,45,14,0,0,0,0,0,0,1,2.5523,0,0,139,1
2,0,4,2,0,0,0,371,4,0.06112,3,1,15,0,0,0,19,0.275218,1,0.218517,0,0,137,1
1,3,2,1,1,0,0,127,2,0.062098,1,0,0,0,0,0,0,0,1,0.001019,0,0,65,1
5,0,0,2,0,0,0,863,7,0.037474,1,4,0,0,0,0,0,0,1,0.293541,0,0,30,1
1,0,1,1,1,0,0,389,1,0.002439,1,0,0,0,0,0,0,0,0,0,0,0,44,1
1,0,2,3,1,0,0,172,3,0.098655,3,2,0,0,0,0,0,0,1,0.016536,0,0,53,1
1,7,1,1,1,0,0,80,10,0.014897,6,6,0,0,0,0,0,0,1,0.469118,1,0.000173,57,1
1,5,4,2,1,0,0,442,7,0.040458,15,5,1,0,1,0.010312,4,0.018084,0,0,0,0,368,1
